article_id	source_id	source
acm949633	acm949607	IEEE Visualization: Proceedings of the 2nd conference on Visualization '91
acm949654	acm949607	IEEE Visualization: Proceedings of the 2nd conference on Visualization '91
acm949711	acm949685	IEEE Visualization: Proceedings of the 3rd conference on Visualization '92
acm949724	acm949685	IEEE Visualization: Proceedings of the 3rd conference on Visualization '92
acm949734	acm949685	IEEE Visualization: Proceedings of the 3rd conference on Visualization '92
acm949893	acm949845	IEEE Visualization: Proceedings of the 4th conference on Visualization '93
acm949901	acm949845	IEEE Visualization: Proceedings of the 4th conference on Visualization '93
acm951144	acm951087	IEEE Visualization: Proceedings of the conference on Visualization '94
acm951146	acm951087	IEEE Visualization: Proceedings of the conference on Visualization '94
acm951894	acm951847	IEEE Transactions on Visualization and Computer Graphics: Volume 10 , Issue 1 (January 2004): 
acm97273	acm97243	Conference on Human Factors in Computing Systems: Proceedings of the SIGCHI conference on Human factors in computing systems Empowering people
acm97898	acm97879	International Conference on Computer Graphics and Interactive Techniques: Proceedings of the 17th annual conference on Computer graphics and interactive techniques: ACM SIGGRAPH Computer Graphics: Volume 24 , Issue 4 (August 1990)
acm97919	acm97879	International Conference on Computer Graphics and Interactive Techniques: Proceedings of the 17th annual conference on Computer graphics and interactive techniques: ACM SIGGRAPH Computer Graphics: Volume 24 , Issue 4 (August 1990)
acm97933	acm97924	Symposium on User Interface Software and Technology: Proceedings of the 3rd annual ACM SIGGRAPH symposium on User interface software and technology
acm97975	acm97945	Conference on Object Oriented Programming Systems Languages and Applications: Proceedings of the European conference on object-oriented programming on Object-oriented programming systems, languages, and applications: ACM SIGPLAN Notices: Volume 25 , Issue 10 (October 1990)
acm98599	acm98524	Annual Symposium on Computational Geometry: Proceedings of the sixth annual symposium on Computational geometry
acm99361	acm99332	Computer Supported Cooperative Work: Proceedings of the 1990 ACM conference on Computer-supported cooperative work
