article_id	title	source_id	source	from	to	keywords	author_no	1st_author	date	no_refs	abstract
acm345243	A comparison of set-based and graph-based visualisations of overlapping classification hierarchies	acm345513	AVI: Proceedings of the working conference on Advanced visual interfaces	41	50	authors kit, conference publications, guides, instructions	3	P192201	2000	13	The visualisation of hierarchical information sets has been a staple of Information Visualisation since the field came into being in the early 1990's. However, at present, support for visualising the correlations between multiple, overlapping sets of hierarchical information has been lacking. This is despite the realisation that for certain tasks this information is as important as the information that forms the individual hierarchies. In response to this, we have produced two early visualisation prototypes, one based on a graph visualisation, and the other on a set-based metaphor, that endeavour to display such information in a readily perceived form to potential users. The science of botanical taxonomy is used as an example of a field where such a visualisation would be useful, and also as a resource for example information sets that the prototypes can act upon. Technical and perceptual issues involved in the design and implementation of both prototypes are discussed. Following this, informal user testing on both prototypes is described, which utilised user observation techniques to elicit qualitative feedback from the taxonomists. These findings are then used to emphasise the shortcomings and advantages of each prototype, and from these probable issues for future prototyping and development are drawn.
acm345271	Guidelines for using multiple views in information visualization	acm345513	AVI: Proceedings of the working conference on Advanced visual interfaces	110	119	design guidelines, information visualization, multiple views, usability heuristics, user interfaces	3	P199957	2000	16	A multiple view system uses two or more distinct views to support the investigation of a single conceptual entity. Many such systems exist, ranging from computer-aided design (CAD) systems for chip design that display both the logical structure and the actual geometry of the integrated circuit to overview-plus-detail systems that show both an overview for context and a zoomed-in-view for detail. Designers of these systems must make a variety of design decisions, ranging from determining layout to constructing sophisticated coordination mechanisms. Surprisingly, little work has been done to characterize these systems or to express guidelines for their design. Based on a workshop discussion of multiple views, and based on our own design and implementation experience with these systems, we present eight guidelines for the design of multiple view systems.
acm345282	Snap-together visualization a user interface for coordinating visualizations via relational schemata	acm345513	AVI: Proceedings of the working conference on Advanced visual interfaces	128	135	coordination, information visualization, multiple views, relational database, tight coupling, user interface, user study	2	P46258	2000	10	Evaluation of Snap revealed benefits, cognitive issues, and usability concerns. Data savvy users were very capable and thrilled to rapidly construct powerful coordinated visualizations. A snapped overview and detail-view coordination improved user performance by 30-80%, depending on task.
acm345323	Context and interaction in zoomable user interfaces	acm345513	AVI: Proceedings of the working conference on Advanced visual interfaces	227	231	Information Interfaces and Presentation, Interaction techniques	4	P270747	2000	11	ZUIs, especially those that include these new orientation aids, are difficult to use with standard interaction techniques. They provide a large number of commands which must be used frequently and on a changing image. The mouse and its buttons cannot provide a rapid access to all these commands without new interaction techniques. We propose a new type of menu, a control menu, that facilitates the use of ZUIS and which we feel can also be useful in other types of applications.
acm345324	Hierarchical flip zooming enabling parallel exploration of hierarchical visualizations	acm345513	AVI: Proceedings of the working conference on Advanced visual interfaces	232	237	flip zooming, focus+context visualization, hierarchies, information visualization	1	P266789	2000	19	This paper describes hierarchical Flip Zooming, a focus+context visualization technique for hierarchical information sets. It allows for independent focus+context views at each node of the hierarchy and enables parallel exploration of different branches of the hierarchy. Visualization, navigation and interaction in the Flip Zooming technique is described as well as how the technique fits into existing models of information visualization. Examples of applications using the technique are given.
acm345353	A fast multi-scale method for drawing large graphs	acm345513	AVI: Proceedings of the working conference on Advanced visual interfaces	282	285	null	2	P61889	2000	6	Graphs have become an important part of recently proposed user interfaces, hence the relevance of this paper to work on interface issues.
acm345912	Analysis of a local-area wireless network	acm345910	International Conference on Mobile Computing and Networking: Proceedings of the 6th annual international conference on Mobile computing and networking	1	10	local-area wireless networks, network analysis	2	P66646	2000	7	While these results are only valid for this local-area wireless network and user community, we believe that similar environments may exhibit similar behavior and trends. We hope that our observations will contribute to a growing understanding of mobile user behavior.
acm346021	Three dimensional visualization of the World Wide Web	acm345966	ACM Computing Surveys (CSUR): Volume 31 , Issue 4es (December 1999): 	1	16	null	8	P269119	1999	11	These include visualizations of Web structure, especially of links, that act as 3D maps; browsing history; searches; evolution of the Web; and the presence and activities of multiple users. We then summarize the different techniques that are employed by these visualizations. We conclude with a discussion of key challenges for the future.
acm351012	Collaborative augmented reality environments: integrating VR, working materials, and distributed work spaces	acm351006	Collaborative Virtual Environments: Proceedings of the third international conference on Collaborative virtual environments	47	56	D workspace, CSCW, roomware, virtual office/project room, virtual reality, working material	7	P202708	2000	13	In this work, we present a new method for displaying stereo scenes, which speeds up the rendering time of complex geometry. We first discuss a scene splitting strategy, allowing us to partition objects to the distant background or the near foreground. Furthermore, wededuce a computation rule for positioning a cutting plane in the scene.
acm352893	A comparative usability evaluation of user interfaces for online product catalog	acm352871	Electronic Commerce: Proceedings of the 2nd ACM conference on Electronic commerce	197	206	e-commerce, electronic catalogs, human-computer interaction, usability evaluation, user interfaces	2	P80040	2000	9	users, who were new to the InfoZoom Interface, but familiar with the Web environment, were studied in their use of one of these catalog types. Performance on both types of interfaces was assessed in terms of search speed, accuracy, efficiency, and user satisfaction. Both interfaces had positive evaluations, but behavioral data and performance data suggest that users valued their interaction with InfoZoom more.
acm354754	Jazz: an extensible zoomable user interface graphics toolkit in Java	acm354401	Symposium on User Interface Software and Technology: Proceedings of the 13th annual ACM symposium on User interface software and technology	171	180	Jazz, Pad++, animation, graphics, user interface management systems (UIMS), zoomable user interfaces (ZUIs)	3	P28811	2000	18	To explore the effectiveness of scene graph techniques, we have developed Jazz, a general-purpose 2D scene graph toolkit. Jazz is implemented in Java using Java2D, and runs on all platforms that support Java 2. This paper describes Jazz and the lessons we learned using Jazz for ZUIs. It also discusses how 2D scene graphs can be applied to other application areas.
acm356797	Data Structures for Range Searching	acm356789	ACM Computing Surveys (CSUR): Volume 11 , Issue 4 (December 1979): 	397	409	null	2	P146822	1979	6	This problem is important in itself (having applications in such areas as database systems, statistics, and design automation) and, in addition, serves as a representative of the entire class of multikey searching problems.
acm357310	A Generalization of Algebraic Surface Drawing	acm357306	ACM Transactions on Graphics (TOG): Volume 1 , Issue 3 (July 1982): 	235	256	algorithms, performance	1	P131722	1982	1	This paper presents a new algorithm applicable to other functional forms, in particular to the summation of several Gaussian density distributions. The algorithm was created to model electron density maps of molecular structures, but it can be used for other artistically interesting shapes.
acm358464	System response time operator productivity and job satisfaction	acm182	Communications of the ACM: Volume 26 , Issue 11 (November 1983): 	972	986	information systems, response time	2	P239833	1983	0	A relationship was also found between increased response times and reduced job satisfaction.
acm359563	Time clocks and the ordering of events in a distributed system	acm359545	Communications of the ACM: Volume 21 , Issue 7 (July 1978): 	558	565	clock synchronization, computer networks, distributed systems, multiprocess systems	1	P171045	1978	0	The concept of one event happening before another in a distributed system is examined, and is shown to define a partial ordering of the events. A distributed algorithm is given for synchronizing a system of logical clocks which can be used to totally order the events. The use of the total ordering is illustrated with a method for solving synchronization problems. The algorithm is then specialized for synchronizing physical clocks, and a bound is derived on how far out of synchrony the clocks can become.
acm360354	Hierarchical geometric models for visible surface algorithms	acm360349	Communications of the ACM: Volume 19 , Issue 10 (October 1976): 	547	554	geometric models, hidden surface algorithms, hierarchical data structures, visible surface algorithms	1	P131909	1976	7	The geometric structure inherent in the definition of the shapes of three-dimensional objects and environments is used not just to define their relative motion and placement, but also to assist in solving many other problems of systems for producing pictures by computer. By using an extension of traditional structure information, or a geometric hierarchy, five significant improvements to current techniques are possible. First, the range of complexity of an environment is greatly increased while the visible complexity of any given scene is kept within a fixed upper limit. Second, a meaningful way is provided to vary the amount of detail presented in a scene. Third, "clipping" becomes a very fast logarithmic search for the resolvable parts of the environment within the field of view. Fourth, frame to frame coherence and clipping define a graphical "working set," or fraction of the total structure that should be present in primary store for immediate access by the visible surface algorithm. Finally, the geometric structure suggests a recursive descent, visible surface algorithm in which the computation time potentially grows linearly with the visible complexity of the scene.
acm365097	Does organisation by similarity assist image browsing?	acm365024	Conference on Human Factors in Computing Systems: Proceedings of the SIGCHI conference on Human factors in computing systems	190	197	evaluation, image retrieval, information visualization	4	P160714	2001	7	In current systems for browsing image collections, users are presented with sets of thumbnail images arranged in some default order on the screen. We are investigating whether it benefits users to have sets of thumbnails arranged according to their mutual similarity, so images that are alike are placed together. There are, of course, many possible definitions of "similarity": so far we have explored measurements based on low-level visual features, and on the textual captions assigned to the images. Here we describe two experiments, both involving designers as the participants, examining whether similarity-based arrangements of the candidate images are helpful for a picture selection task. Firstly, the two types of similarity-based arrangement were informally compared. Then, an arrangement based on visual similarity was more formally compared with a control of a random arrangement. We believe this work should be of interest to anyone designing a system that involves presenting sets of images to users.
acm365309	D or not 3D?: evaluating the effect of the third dimension in a document management system	acm365024	Conference on Human Factors in Computing Systems: Proceedings of the SIGCHI conference on Human factors in computing systems	434	441	D user interfaces, document management, information visualization, spatial memory	2	P18742	2001	6	Several recent research systems have provided interactive three-dimensional (3D) visualizations for supporting everyday work such as file and document management. But what improvements do these 3D interfaces offer over their traditional 2D counterparts? This paper describes the comparative evaluation of two document management systems that differ only in the number of dimensions used for displaying and interacting with the data. The 3D system is heavily based on Robertson et al.'s Data Mountain, which supports users in storing, organizing and retrieving "thumbnail" representations of documents such as bookmarked Web-pages. Results show that our subjects were faster at storing and retrieving pages in the display when using the 2D interface, but not significantly so. As expected, retrieval times significantly increased as the number of thumbnails increased. Despite the lack of significant differences between the 2D and 3D interfaces, subjective assessments showed a significant preference for the 3D interface.
acm365438	An evaluation of space-filling information visualizations for depicting hierarchical structures	acm362757	International Journal of Human-Computer Studies: Volume 53 , Issue 5 (November 2000): Empirical evaluation of information visualizations	663	694	Index Structures, Indexing high dimentional data, multimedia databases, similarity search	1	P146109	2000	2	A number of new index structures and algorithms have been proposed. It has been shown that the new index structures considerably improve the performance in querying large multimedia databases. Based on recent tutorials [Berchtold and Keim 1998], in this survey we provide an overview of the current state of the art in querying multimedia databases, describing the index structures and algorithms for an efficient query processing in high-dimensional spaces. We identify the problems of processing queries in high-dimensional space, and we provide an overview of the proposed approaches to overcome these problems.
acm37086	Brushing scatterplots	acm37085	Technometrics: Volume 29 , Issue 2 (May 1987): 	127	142	direct manipulation interfaces, exploratory anylysis	2	P241419	1987	13	This paper reviews and illustrates a direct manipulation approach to visualization of complex objects called paiidiilg mulliple views. We describe a programming model for direct manipulation in general and for painting in particular, based on simple constraints between entities in an the underlying scientific database and the components of displays used to examine the data. With this model, the original notion of brushing scatterplots is easily extended.
acm372188	WebQuilt: a framework for capturing and visualizing the web experience	acm371920	International World Wide Web Conference: Proceedings of the tenth international conference on World Wide Web	717	724	WebQuilt, log file analysis, usability evaluation, web proxy, web visualization	2	P135425	2001	6	WebQuilt is a web logging and visualization system that helps web design teams run usability tests (both local and remote) and analyze the collected data. Logging is done through a proxy, overcoming many of the problems with server-side and client-side logging. Captured usage traces can be aggregated and visualized in a zooming interface that shows the web pages people viewed. The visualization also shows the most common paths taken through the website for a given task, as well as the optimal path for that task as designated by the designer. This paper discusses the architecture of WebQuilt and also describes how it can be extended for new kinds of analyses and visualizations.
acm372278	MWMD: a module-based workbench for multimedia database programmers and users	acm372252	Kluwer International Series In Engineering And Computer Science: Information organization and databases foundation of data organization	121	132	multimedia database, visual querying, visualization system	4	P306536	2001	0	In January, 1993, a panel of experts in the area of programming languages and compilers met in a one and a half day workshop to discuss the future of research in that area. This paper is the report of their findings. Its purposes are to explain the need for, and benefits of, research in this field-- both basic and applied; to broadly survey the various parts of the field and indicate its general research directions; and to propose an initiative aimed at moving basic research results into wider use.
acm375221	Procedural annotation of uncertain information	acm375213	IEEE Visualization: Proceedings of the conference on Visualization '00	77	83	annotation, glyphs, procedural generation, uncertainty visualization	2	P316942	2000	5	Uncertainty, however, should not overshadow the data values. Many methods that address the problem of visualizing data with uncertainty can distort the data and emphasize areas with uncertain values. We have developed a method for showing the uncertainty information together with data with minimal distraction. This method uses procedurally generated annotations which are deformed according to the uncertainty information. As another possible technique we propose distorting glyphs according to the uncertainty information.
acm375245	FastSplats: optimized splatting on rectilinear grids	acm375213	IEEE Visualization: Proceedings of the conference on Visualization '00	219	226	design, measurement, performance, reliability	4	P139655	2000	2	Our approach does not use texture mapping hardware, but supports the whole pipeline in memory. In such an integrated pipeline, we are then able to study the optimization strategies and address image quality issues. While this research is meant for a study of the inherent trade-off of splatting, our renderer, purley in software, achieves 3 to 5 times speedups over a top-end texture hardware (for opaque data sets) implementation. We further propose a way of efficient occlusion culling using a summed area table of opacity. 3D solid texturing and bump mapping capabilities are demonstrated to show the flexibility of such an integrated rendering pipeline. A detailed numerical error analysis, in addition to the performance and storage issues, is also presented. Our approach requires low storage and uses simple operations. Thus, it is easily implementable in hardware.
acm375311	WEAVE: a system for visually linking 3-D and statistical visualizations, applied to cardiac simulation and measurement data	acm375213	IEEE Visualization: Proceedings of the conference on Visualization '00	489	492	data synthesis, heart, medical, visualization	5	P53673	2000	4	In this paper, we demonstrate how WEAVE can be used to rapidly prototype a biomedical application, weaving together simulation data, measurement data, and 3-d anatomical data concerning he propagation of excitation in the heart. These linked statistical nd custom three-dimensional visualizations of the heart can allow cientists to more effectively study the correspondance of structure nd behavior.
acm376383	Envision: a user-centered database of computer science literature	acm205323	Communications of the ACM: Volume 38 , Issue 4 (April 1995): 	52	53	null	11	P170457	1995	4	Project Envision is an early NSF-funded digital library effort to develop a multimedia collection of computer science literature with full-text searching and full-content retrieval capabilities. Envision was launched in 1991 in accordance with the ACM Publications Board's plans for encouraging research studies to develop an electronic archive for computer science.
acm376953	Dynamic graph drawing	acm376944	Springer Lecture Notes In Computer Science: Drawing graphs methods and models	228	246	graph drawing	1	P327405	2001	0	null
acm377539	JDSL: The data structures library in java	acm377537	Dr. Dobb's Journal: Volume 26 , Issue 4 (April 2001): 	21	31	Java, data structures, algorithms	10	P247234	2001	0	Making advanced algorithms and data structures a programming reality.
acm378476	A rendering algorithm for visualizing 3D scalar fields	acm54852	International Conference on Computer Graphics and Interactive Techniques: Proceedings of the 15th annual conference on Computer graphics and interactive techniques: ACM SIGGRAPH Computer Graphics: Volume 22 , Issue 4 (August 1988)	51	58	D image, light scattering, ray tracing, thresholding	1	P335030	1988	9	Images produced in this manner are perceived as a varying density 'cloud' where color highlights the computed attributes. The application of this technique is demonstrated for visualizing a three dimensional seismic data set.
acm378494	ConMan: a visual programming language for interactive graphics	acm54852	International Conference on Computer Graphics and Interactive Techniques: Proceedings of the 15th annual conference on Computer graphics and interactive techniques: ACM SIGGRAPH Computer Graphics: Volume 22 , Issue 4 (August 1988)	103	111	visual programming languages	1	P335034	1988	5	ConMan is a high-level visual language we use on an IRIS workstation that lets users dynamically build and modify graphics applications. To do this, a system designer disintegrates complex applications into modular components. By interactively connecting simple components, the user constructs a complete graphics application that matches the needs of a task. A connection manager controls the flow of data between individual components. As a result, we replace the usual user-machine dialog with a dynamic live performance that is orchestrated by the user.
acm378497	A study in interactive 3-D rotation using 2-D control devices	acm54852	International Conference on Computer Graphics and Interactive Techniques: Proceedings of the 15th annual conference on Computer graphics and interactive techniques: ACM SIGGRAPH Computer Graphics: Volume 22 , Issue 4 (August 1988)	121	129	D graphics, I/O devices, input devices, interactive graphics, mouse, real-time graphics, rotation control, user performance, virtual controllers, virtual sphere	3	P196601	1988	4	This paper describes and evaluates the design of four virtual controllers for use in rotating three-dimensional objects using the mouse. Three of four of these controllers are "new" in that they extend traditional direct manipulation techniques to a 3-D environment. User performance is compared during simple and complex rotation tasks. The results indicate faster performance for complex rotations using the new continuous axes controllers compared to more traditional slider approaches. No significant differences in accuracy for complex rotations were found across the virtual controllers.A second study compared the best of these four virtual controllers (the Virtual Sphere) to a control device by Evans, Tanner and Wein. No significant differences either in time to complete rotation task or accuracy of performance were found. All but one subject indicated they preferred the Virtual Sphere because it seemed more "natural".
acm39091	Sphere-packings lattices and groups	acmSERIES10238	Springer Grundlehren Der Mathematischen Wissenschaften	777	null	null	3	P121439	1987	0	null
acm4084	The elements of graphing data	null	ISBN: 0-534-03730-5	323	null	null	1	P298777	1985	0	null
acm41997	Visualization in Scientific Computing (ViSC)	acm41997	ACM SIGGRAPH Computer Graphics: Volume 21 , Issue 6 (November 1987)		null	null	3	P25792	1987	0	null
acm42414	On visual formalisms	acm42411	Communications of the ACM: Volume 31 , Issue 5 (May 1988): 	514	530	higraphs, complex concurrent systems, statecharts	1	P61889	1988	22	The higraph, a general kind of diagramming object, forms a visual formalism of topological nature. Higraphs are suited for a wide array of applications to databases, knowledge representation, and, most notably, the behavioral specification of complex concurrent systems using the higraph-based language of statecharts.
acm43396	Algorithm animation using 3D interactive graphics	acmSERIES9055	Acm Distinguished Dissertation	186	null	D Graphics, algorithm animation, information visualization, program visualization	1	P187299	1993	2	This paper describes a variety of 3D interactive graphics techniques for visualizing programs. The third dimension provides an extra degree of freedom for conveying information, much as color adds to black-and-white images, animation adds to static images, and sound adds to silent animations. The examples in this paper illustrate three fundamental uses of 3D: for providing additional information about objects that are intrinsically two-dimensional, for uniting multiple views, and for capturing a history of execution. The application of dynamic three-dimensional graphics to program visualization is largely unexplored.
acm44652	Display of Surfaces from Volume Data	acm44650	IEEE Computer Graphics and Applications: Volume 8 , Issue 3 (May 1988): 	29	37	Hierarchical spatial enumeration, medical imaging, molecular graphics, octree, ray tracing, scientific visualization, volume rendering, volume visualization, voxel	1	P187458	1990	0	The first technique employs a pyramid of binary volumes to encode spatial coherence present in the data, and the second technique uses an opacity threshold to adaptively terminate ray tracing. Although the actual time saved depends on the data, speedups of an order of magnitude have been observed for datasets of useful size and complexity. Examples from two applications are given: medical imaging and molecular graphics.
acm45432	Seeing the forest for the trees: hierarchical displays of hypertext structures	acm45410	Conference on Supporting Group Work: Conference Sponsored by ACM SIGOIS and IEEECS TC-OA on Office information systems: ACM SIGOIS Bulletin: Volume 9 , Issue 2-3 April &amp; July 1988	205	212	hypertext, hypermedia, directed-graph display, graph browser, display decluttering, electronic documents	1	P269824	1988	14	Most recent hypertext systems support hierarchy only as a restricted subset of directed graph structure. Consequently they do not provide many of the capabilities for graphical information hiding and structure manipulation that a tree makes possible. This paper describes display techniques developed for IGD, a hypertext system that supports the creation of large graphical documents whose arbitrary directed graph structure is embedded in a strict hierarchy. IGD offers the full generality of arbitrary keyworded links, while simultaneously allowing hierarchies to be easily manipulated and displayed with much of their structural detail selectively abstracted.
acm48514	Reflections on NoteCards: seven issues for the next generation of hypermedia systems	acm48511	Communications of the ACM: Volume 31 , Issue 7 (July 1988): 	836	852	hypermedia	1	P86287	1988	30	NoteCards, developed by a team at Xerox PARC, was designed to support the task of transforming a chaotic collection of unrelated thoughts into an integrated, orderly interpretation of ideas and their interconnections. This article presents NoteCards as a foil against which to explore some of the major limitations of the current generation of hypermedia systems, and characterizes the issues that must be addressed in designing the next generation systems.
acm50088	Designing documentation to compensate for delocalized plans	acm50087	Communications of the ACM: Volume 31 , Issue 11 (November 1988): 	1259	1267	software documentation, conceptual representation methods	5	P77081	1988	9	Conceptual representation methods play a significant role in facilitating the software process. Recent studies explore and clarify the use of these representations and their impact on progress.
acm502574	Interactive path analysis of web site traffic	acm502512	Conference on Knowledge Discovery in Data: Proceedings of the seventh ACM SIGKDD international conference on Knowledge discovery and data mining	414	419	path analysis, web site traffic	3	P222728	2001	7	The goal of Path Analysis is to understand visitors' navigation of a Web site. The fundamental analysis component is a path. A path is a finite sequence of elements, typically representing URLs or a groups of URLs. A full path is an abstraction of a visit or a session, which can contain attributes described below. Subpaths represent interesting subsequences of the full paths.
acm502580	Funnel report mining for the MSN network	acm502512	Conference on Knowledge Discovery in Data: Proceedings of the seventh ACM SIGKDD international conference on Knowledge discovery and data mining	450	455	null	3	P279080	2001	1	Data mining research has long concentrated on the five main areas: clustering, association discovery, classification, forecasting and sequential patterns. Web data mining projects are concerned mainly with text mining, user segmentation, forecasting web usage and analyzing users' clickstream patterns. We present a new type of web usage mining called funnel analysis or funnel report mining. A funnel report is a study of the retention behavior among a series of pages or sites. For example, of all hits on the home page of www.msn.com, what percentages of those are followed by hits to moneycentral.msn.com? What percentage of www.msn.com hits are followed by moneycentral.msn.com, and then www.msnbc.com? What are the most interesting funnels starting with www.msn.com? Where does the greatest drop off rate occur after a user has hit MSNBC? Funnel reports are extremely useful in e-business because they give product planners an idea of how usable and well-structured their site is. From our experience performing web usage mining for the MSN network ol y sites, funnel reports are requested even more than user segmentation analyses, site affiliation studies and classification exercises. In this paper, we define a framework for funnel analysis and provide a tree-based solution we have been using successfully to extract all relevant funnels using only one scan of the data file.
acm519400	Information Graphics: A Comprehensive Illustrated Reference	null	ISBN: 0195135326	448	null	null	1	P358220	1999	0	null
acm5215	Probabilistic counting algorithms for data base applications	acm5212	Journal of Computer and System Sciences: Volume 31 , Issue 2 (September 1985): 	182	209	algorithms, measurement, data base management	2	P226688	2000	0	null
acm523237	Designing the User Interface: Strategies for Effective Human-Computer Interaction, 3rd edition	acm523237	ISBN: 0201694972	1	639	null	1	P28685	1997	0	null
acm524313	Tcl and the Tk Toolkit	acm524313	ISBN: 9997887492		null	null	1	P145434	1996	0	null
acm529145	Computers as Theatre	acm529145	ISBN: 0201550601	256	null	null	1	P32208	1993	0	null
acm529269	Visualizing Data	null	ISBN: 0963488406	360	null	null	1	P298777	1993	0	null
acm534175	Visualizing Abstract Objects and Relations	null	ISBN: 9810200099	176	null	null	1	P283968	1989	0	null
acm540298	Clustering Algorithms	null	ISBN: 047135645	351	null	null	1	P354952	1975	0	null
acm548892	What Will Be: How the New World of Information Will Change Our Lives	acm548892	ISBN: 0062514792	336	null	null	2	P196780	1997	0	null
acm549965	Principles and Applications	acm549965	ISBN: 0792396677	240	null	null	2	P86676	1997	0	null
acm549990	The World Wide Web	null	ISBN: 0516261819	46	null	null	2	P355753	1997	0	null
acm550196	Software Visualization	acm550196	ISBN: 0262193957	580	null	null	3	P146108	1997	0	null
acm551884	Graph Drawing: Algorithms for the Visualization of Graphs, 1st edition	acm551884	ISBN: 0133016153	397	null	null	4	P116662	1998	0	null
acm556493	Professional JSP	acm556493	ISBN: 1861003625	800	null	null	9	P371396	2000	0	null
acm558656	Mmixware: A RISC Computer for the Third Millennium, 1st edition	acm558656	ISBN: 3540669388	559	null	null	2	P54451	2001	0	null
acm561081	Virtual Reality: Through the New Looking Glass, 2nd edition	acm561081	ISBN: 0070501688	438	null	null	2	P371337	1994	0	null
acm562139	Visual Cues: Practical Data Visualization	acm562139	ISBN: 0818631023	229	null	null	2	P375094	1994	0	null
acm563003	Filtering Segmentation and Depth	null	ISBN: 3540564845	143	null	null	3	P372655	1993	0	null
acm571472	Algorithms on Stings Trees and Sequences: Computer Science and Computational Biology	acm270563	ACM SIGACT News: Volume 28 , Issue 4 (December 1997): 	41	60	null	1	P58060	1997	0	null
acm571649	Ordered and quantum treemaps: Making effective use of 2D space to display hierarchies	acm571647	ACM Transactions on Graphics (TOG): Volume 21 , Issue 4 (October 2002): 	833	854	Hierarchies, human-computer interaction, image browsers, information visualization, jazz, ordered treemaps, treemaps, trees, zoomable user interfaces (ZUIs).	3	P28811	2002	10	This paper introduces a new strip treemap algorithm which addresses these shortcomings, and analyzes other pivot algorithms we recently developed showing the trade-offs between them. These ordered treemap algorithms ensure that items near each other in the given order will be near each other in the treemap layout. Using experimental evidence from Monte Carlo trials and from actual stock market data, we show that, compared to other layout algorithms, ordered treemaps are more stable, while maintaining relatively favorable aspect ratios of the constituent rectangles. A user study with 20 participants clarifies the human performance benefits of the new algorithms. Finally, we present quantum treemap algorithms, which modify the layout of the continuous treemap algorithms to generate rectangles that are integral multiples of an input object size. The quantum treemap algorithm has been applied to PhotoMesa, an application that supports browsing of large numbers of images.
acm57182	An empirical comparison of pie vs. linear menus	acm57167	Conference on Human Factors in Computing Systems: Proceedings of the SIGCHI conference on Human factors in computing systems	95	100	menus, user interface, empirical studies, directional selection	4	P120983	1988	3	Menus are largely formatted in a linear fashion listing items from the top to bottom of the screen or window. Pull down menus are a common example of this format. Bitmapped computer displays, however, allow greater freedom in the placement, font, and general presentation of menus. A pie menu is a format where the items are placed along the circumference of a circle at equal radial distances from the center. Pie menus gain over traditional linear menus by reducing target seek time, lowering error rates by fixing the distance factor and increasing the target size in Fitts's Law, minimizing the drift distance after target selection, and are, in general, subjectively equivalent to the linear style.
acm573164	Computer Architecture; A Quantitative Approach	null	ISBN: 1558600698	750	null	null	2	P144244	1992	0	null
acm574634	Introduction to the Theory of Neural Computation	null	ISBN: 0201515601	327	null	null	3	P144264	1991	0	null
acm574978	Time Series Analysis, Forecasting and Control	acm574978	ISBN: 0816211043	500	null	null	2	P367997	1990	0	null
acm575201	The Art of Human-Computer Interface Design	null	ISBN: 0201517973	523	null	null	2	P32208	1990	0	null
acm576082	Dynamic Graphics for Statistics	null	ISBN: 053409144	455	null	null	2	P394247	1988	0	null
acm580470	Introduction to Algorithms	acm580470	ISBN: 0070131511		null	null	4	P280448	2001	0	null
acm580949	Software Metrics: A Rigorous and Practical Approach, 2nd edition	acm580949	ISBN: 0534954251	656	null	null	2	P210210	1998	0	null
acm583200	C4.5: Programs for Machine Learning	acm583200	ISBN: 1558602402	302	null	null	1	P126795	1993	0	null
acm593438	Data Cube: A Relational Aggregation Operator Generalizing Group-By, Cross-Tab, and Sub-Totals	acm593414	Data Mining and Knowledge Discovery: Volume 1 , Issue 1 1997: 	29	53	aggregation, analysis, data cube, data mining, database, query, summarization	8	P140361	1997	3	The aggregate of a particular set of attribute values is a point in this space. The set of points forms an N-dimensional cube. Super-aggregates are computed by aggregating the N-cube to lower dimensional spaces. This paper (1) explains the cube and roll-up operators, (2) shows how they fit in SQL, (3) explains how users can define new aggregate functions for cubes, and (4) discusses efficient techniques to compute the cube. Many of these features are being added to the SQL Standard.
acm597197	Fixed Queries Array: A Fast and Economical Data Structure for Proximity Searching	acm597034	Multimedia Tools and Applications: Volume 14 , Issue 2 (June 2001): 	113	135	fixed queries tree, metric spaces, range search, similarity search	3	P343060	2001	0	Pivot-based algorithms are effective tools for proximity searching in metric spaces. They allow trading space overhead for number of distance evaluations performed at query time. With additional search structures (that pose extra space overhead) they can also reduce the amount of side computations. We introduce a new data structure, the Fixed Queries Array (FQA), whose novelties are (1) it permits sublinear extra CPU time without any extra data structure; (2) it permits trading number of pivot points for their precision so as to make better use of the available memory. We show experimentally that the FQA is an efficient tool to search in metric spaces and that it compares favorably against other state of the art approaches. Its simplicity converts it into a simple yet effective tool for practitioners seeking for a black-box method to plug into their applications.
acm606763	GeoVISTA studio: a codeless visual programming environment for geoscientific data analysis and visualization	acm606760	Computers &amp; Geosciences: Volume 28 , Issue 10 (December 2002): 	1131	1144	Java, component-oriented programming (COP), exploratory data analysis (EDA), knowledge construction, visual programming	2	P416800	2002	13	This paper illustrates the design of a component-oriented system, GeoVISTA Studio , as a means to overcome such difficulties by using state-of-the-art component-based software engineering techniques. Advantages described include: ease of program construction (visual programming), an open (nonproprietary) architecture, simple component-based integration and advanced deployment methods. This versatility has the potential to change the nature of systems development for the geosciences, providing better mechanisms to coordinate complex functionality, and as a consequence, to improve analysis by closer integration of software tools and better engagement of the human expert. Two example applications are presented to illustrate the potentia l of the Studio environment for exploring and better understanding large, complex geographical datasets and for supporting complex visual and computational analysis.
acm613931	Parallel Performance Visualization: From Practice to Theory	acm613777	IEEE Parallel &amp; Distributed Technology Systems &amp; Technology: Volume 3 , Issue 4 (December 1995): 	44	60	parallel computing, performance visualization, performance analysis, performance evaluation, performance debugging, scientific visualization	3	P197332	1995	0	Parallel performance visualization presents fundamental challenges--complex data sets, the artificial aspects of parallel computation, the need for integrated analysis and visual models, and the dependence on the user's mental perspective. Despite these challenges, important concepts for visualization design and use have begun to emerge. A history of the practice of implementing and using visualization in performance analysis tools reveals an underlying theory in the form of an abstract model of performance visualization and applied visualization concepts. The model is based on the integration of performance evaluation models and performance displays. The concepts involve aspects of context, scaling, user perception and interaction, comparison, and extraction of information. Several performance scenarios demonstrate how to apply the model and concepts and principles in real tools to overcome the problems of understanding performance. These scenarios measure utilization and communication, utilization statistics, data access, and parallel performance optimization. The model and concepts form a solid basis for future research in parallel performance visualization.
