article_id	num_refs	ref_id	ref_text
acm857751	31	id11901	Christ, R. E. (1975) "Review and Analysis of Color Coding Research for Visual Displays". Human Factors, 17(6) 542-570.
acm857751	31	id11063	Cleveland, W. S. &amp; McGill, R. (1995) "Graphical Perception and Graphical Methods for Analyzing Scientific Data". Science, 229, 828-833.
acm857751	31	id11912	W.S. Cleveland and R. McGill, Â“Graphical Perception: Theory, Experimentation, and Application to the Development of Graphical Methods,Â” J. Am. Statistical Assoc., vol. 79, no. 387, pp. 531-554, Sept. 1984.
acm857751	31	id3744	Fairchild, K.M., Poltrock, S.E., andamp; Furnas, G.W. (1988) "SemNet Three-Dimensional Graphic Representations of Large Knowledge Bases". In Guindon, R. (Ed.), Cognitive Science and Its Application for Human-Computer Interaction, Hillsdale, NJ Lawrence Erlbaum,, 201-233.
acm857751	31	acm160730	Edward A. Fox , Robert K. France , Eskinder Sahle , Amjad Daoud , Ben E. Cline, Development of a modern OPAC: from REVTOLC to MARIAN, Proceedings of the 16th annual international ACM SIGIR conference on Research and development in information retrieval, p.248-259, June 27-July 01, 1993, Pittsburgh, Pennsylvania, United States 
acm857751	31	id11920	Fox, E.A., Hix, D., Nowell, L.T., Brueni, D., Wake, W.C., Heath, L.S., &amp; Rao, D. "Users, User Interfaces, and Objects Envision, a Digital Library". JASIS, 44(5), 480-491.
acm857751	31	acm376383	Lenwood S. Heath , Deborah Hix , Lucy T. Nowell , William C. Wake , Guillermo A. Averboch , Eric Labow , Scott A. Guyer , Dennis J. Brueni , Robert K. France , Kaushai Dalal , Edward A. Fox, Envision: a user-centered database of computer science literature, Communications of the ACM, v.38 n.4, p.52-53, April 1995 
acm857751	31	id11930	Jubis, R.M.T. (1990) "Coding Effects on Performance in a Process Control Task with Uniparameter and Multiparameter Displays". Human Factors, 32(3) 287-297.
acm857751	31	id11933	Kopala, C. J. (1979) "The Use of Color-Coded Symbols in a Highly Dense Situation Display". In Proceedings HFS, 397-401.
acm857751	31	id11934	Luder, C.B. &amp; Barber, P.J. (1984) "Redundant Color Coding on Airborne CRT Displays". In Human Factors, 26, 19-32.
acm857751	31	acm22950	Jock Mackinlay, Automating the design of graphical presentations of relational information, ACM Transactions on Graphics (TOG), v.5 n.2, p.110-141, April 1986 
acm857751	31	id11935	Merwin, D.H. &amp; Wickens, C.D. (1993) "Comparison of Eight Color and Gray Scales for Displaying Continuous Data". In Proc. HFS, v. 2, 1330-1334.
acm857751	31	id11936	Nowell, L. T. &amp; Hix, D. (1993) "Visualizing Search Results User Interface Development for the Project Envision Database of Computer Science Literature". In Proc. HCI Int'l '93, 56-61.
acm857751	31	id10172	Nowell, L.T. (1997) "Graphical Encoding for Information Visualization Using Icon Color, Shape, and Size to Convey Nominal and Quantitative Data". PhD thesis for Dept. of Computer Science, Virginia Tech, Blacksburg, VA. http //scholar.lib.vt.edu/theses/available/etd-111897-163723/
acm857751	31	acm243214	Lucy Terry Nowell , Robert K. France , Deborah Hix , Lenwood S. Heath , Edward A. Fox, Visualizing search results: some alternatives to query-document similarity, Proceedings of the 19th annual international ACM SIGIR conference on Research and development in information retrieval, p.67-75, August 18-22, 1996, Zurich, Switzerland 
acm857751	31	acm867322	Salton, G.; Wong, A.; &amp; Yang, C. (1975) "A Vector Space Model for Automatic Indexing. CACM", 18(11), 613-620.
acm857751	31	id11948	Schulman, Robert S. (1992) "Statistics in Plain English with Computer Applications". New York Chapman and Hall.
acm857751	31	id11949	Smallman, H.S. &amp; Boynton, R.M. (1990) "Segregation of Basic Colors in an Information Display". J. Optical Soc. America, 7(102), 1985-1994.
acm857751	31	id11953	Smith, L. &amp; Thomas, D. (1964) "Color Versus Shape Coding in Information Displays". J. Applied Psych., 48(3), 137-146.
acm857751	31	acm78223	Edward Tufte, Envisioning information, Graphics Press, Cheshire, CT, 1990 
acm857751	31	id11974	Umbers, I.G. &amp; Collier, G.D. (1990) "Coding Techniques for Process Plant VDU Formats". Applied Ergonomics, 21(3), 187-198.
acm857751	31	id11976	Walker, P. (ed.) (1988) "Chambers Science and Technology Dictionary", New York Chambers/Cambridge.
acm857751	31	acm329554	C. Ware, Information Visualization: Perception for Design, Morgan Kaufman, San Francisco, 2000.
acm857751	31	id11994	Wickens, C. &amp; Andre, A. (1990) "Proximity Compatibility and Information Display Effects of Color, Space, and Objectness on Information Integration". Human Factors, 32(1), 61-77.
acm857751	31	id12007	Wickens, C. (1992) "Engineering Psychology and Human Performance", 2nd. Ed. New York, NY Harper Collins.
acm857752	23	acm300826	Card, S. K., MacKinlay, J. D., Shneiderman, B., (1999) "Readings in Information Visualization Using Vision to Think", Morgan Kaufmann Publishers.
acm857752	23	acm571649	Bederson, B., Shneiderman, B., Wattenberg, M. (2002). "Ordered and Quantum Treemaps Making Effective Use of 2D Space to Display Hierarchies", To appear in ACM Transactions on Computer Graphics.
acm857752	23	id9851	Andrews, K., Heidegger, H. (1998) "Information Slices Visualising and exploring large hierarchies using cascading, semicircular disks". Proc of IEEE Infovis '98 late breaking Hot Topics IEEE, 9-11. ftp //ftp.iicm.edu/pub/papers/ivis98.pdf
acm857752	23	id12086	Ellson, J., Gansner, E., Koutsofios, E., Mocenigo, J., North, S. , Woodhull, G., "Graphviz, open source graph drawing software", http //www.research.att.com/sw/tools/graphviz/
acm857752	23	acm869026	Herman, I., Delest, M., Melançon, G (1998) "Tree Visualisation and Navigation Clues for Information Visualisation" Computer Graphics Forum, 17(2), 153-165.
acm857752	23	id2793	Beard, D. V., Walker II, J. Q. (1990). "Navigational Techniques to Improve the Display of Large Two-Dimensional Spaces". Behavior &amp; Information Technology. 9 (6), 451-466.
acm857752	23	id12092	Kumar, H.P., Plaisant, C., Shneiderman, B. (1997) "Browsing hierarchical data with multi-level dynamic queries and pruning" International Journal of Human-Computer Studies, Volume 46, No. 1, 103-124.
acm857752	23	acm108883	George G. Robertson , Jock D. Mackinlay , Stuart K. Card, Cone Trees: animated 3D visualizations of hierarchical information, Proceedings of the SIGCHI conference on Human factors in computing systems: Reaching through technology, p.189-194, April 27-May 02, 1991, New Orleans, Louisiana, United States 
acm857752	23	id12107	Chignell, M, Poblete F., Zuberec, S. (1993) "Exploration in the Design Space of Three-Dimensional Hierarchies" Proceedings of the Human Factors and Ergonomics Society 37th Annual Meeting, v.1, 333-337.
acm857752	23	id6160	J. Bertin, Semiology of Graphics: Diagrams, Networks, Maps. Univ. of Wisconsin Press, 1983.
acm857752	23	acm223956	John Lamping , Ramana Rao , Peter Pirolli, A focus+context technique based on hyperbolic geometry for visualizing large hierarchies, Proceedings of the SIGCHI conference on Human factors in computing systems, p.401-408, May 07-11, 1995, Denver, Colorado, United States 
acm857752	23	acm245014	Beaudoin, L. , Parent, M-A, Vroomen, L. (1996) "Cheops a compact explorer for complex hierarchies", Symposium on Volume Visualization - Proc. of the conference on Visualization '96, 87-92 + color p. 471, ACM, New York.
acm857752	23	acm276634	Ron R. Hightower , Laura T. Ring , Jonathan I. Helfman , Benjamin B. Bederson , James D. Hollan, Graphical multiscale Web histories: a study of padprints, Proceedings of the ninth ACM conference on Hypertext and hypermedia : links, objects, time and space---structure in hypermedia systems: links, objects, time and space---structure in hypermedia systems, p.58-65, June 20-24, 1998, Pittsburgh, Pennsylvania, United States 
acm857752	23	acm168823	Emanuel G. Noik, Exploring large hyperdocuments: fisheye views of nested networks, Proceedings of the fifth ACM conference on Hypertext, p.192-205, November 14-18, 1993, Seattle, Washington, United States 
acm857752	23	id12126	Hopkins, D. (1989), "The Shape of PSIBER Space PostScript Interactive Bug Eradication Routines". Proc. 1989 Usenix Graphics Conference, Monterey California. www.catalog.com/hopkins/psiber/psiber.html
acm857752	23	id12135	Card, S., Nation, D., "Degree-of-Interest Trees a component of attention-reactive user interface". Proc. of Advanced Visual Interface '02, May 22-24, 2002., ACM.
acm857752	23	id8479	Nation, D.A., Plaisant, C., Marchionini, G., Komlodi, A. (1997) "Visualizing websites using a hierarchical table of contents browser WebTOC", Proc. of 3rd Conference on Human Factors and the Web, 1997, Denver, CO, June 12.
acm857752	23	acm625405	Ben Shneiderman, Dynamic Queries for Visual Information Seeking, IEEE Software, v.11 n.6, p.70-77, November 1994 
acm857752	23	acm354754	Bederson, B. B., Meyer, J., &amp; Good, L. (2000). "Jazz An Extensible Zoomable User Interface Graphics Toolkit in Java". UIST 2000, ACM Symposium on User Interface Software and Technology, CHI Letters, 2(2), 171-180.
acm857752	23	acm79026	Walker II., J. Q. (1990) "A node-positioning algorithm for general trees". Softw. Pract. Exp., 20(7) 685-705.
acm857752	23	id8842	Furnas, G. (1981) "The FISHEYE view a new look at structured file", 1981 Bell Lab. Tech. Report.
acm857752	23	acm288578	Susanne Jul , George W. Furnas, Critical zones in desert fog: aids to multiscale navigation, Proceedings of the 11th annual ACM symposium on User interface software and technology, p.97-106, November 01-04, 1998, San Francisco, California, United States 
acm857752	23	id12152	Mullet, K., Fry, C., Schiano, D. (1997) "On your marks, get set, browse! (the great CHI'97 Browse Off)", Panel description in ACM CHI'97 extended abstracts, ACM, New York, 113-114.
acm857753	12	id12018	Baird, J.C. &amp; Biersdorf, W.R. (1967). "Quantitative functions for size and distance judgments". Perception &amp; Psychophysics, 2, 161-166.
acm857753	12	id12030	Gilinsky, A. (1951). "Perceived size and distance in visual space". Psychological Review, 58, 460-482.
acm857753	12	id12039	Gogel, W. C. (1977). "The metric of visual space". In W. Epstein (Ed.), Stability and Constancy in Visual Perception. New York Wiley.
acm857753	12	id12049	Howes, A., Miles, G.E., Payne, S.J., Mitchell, C.D., &amp; Davies, A.J. (2001). "Incidental memory and navigation in panoramic virtual reality for electronic commerce". Human Factors, 43 2, 239-254.
acm857753	12	id12059	Pizlo, Z. (1994). "A theory of shape constancy based on perspective invariants". Vision Research, 34(12), 1637-58.
acm857753	12	acm288596	George Robertson , Mary Czerwinski , Kevin Larson , Daniel C. Robbins , David Thiel , Maarten van Dantzich, Data mountain: using spatial memory for document management, Proceedings of the 11th annual ACM symposium on User interface software and technology, p.153-162, November 01-04, 1998, San Francisco, California, United States 
acm857753	12	id10253	Simons, D. (2000) "Current Approaches to Change Blindness", In Simons, D. (ed) (2000) Visual Cognition Special Issue - Change Blindness and Visual Memory, 7.
acm857753	12	acm857711	Tavanti,M. &amp; Lind M., (2001) "2D vs. 3D, Implications on Spatial Memory", In Andrews, K., Roth, S. &amp; Wong, P. C. (eds) (2001) Proceedings of 2001 Information Visualization, San Diego, CA, October 2001, IEEE Computer Society, 139-145.
acm857753	12	id12063	Tittle, J. S., Todd, J. T., Perotti, V. J., &amp; Norman, J. F. (1995). "Systematic distortion of perceived three-dimensional structure from motion and binocular stereopsis". Journal of Experimental Psychology Human Perception and Performance, 21(3), 663-678.
acm857753	12	id12071	Todd, J.T. &amp; Bressan, P. (1990). "The perception of 3-dimensional affine structure fromminimal apparent motion sequences". Perception &amp; Psychophysics, 48, 419-430.
acm857753	12	id12075	Todd, J. T., Tittle, J. S., &amp; Norman, J. F. (1995). "Distortions of three-dimensional space in the perceptual analysis of motion and stereo". Perception, 24, 75-86.
acm857753	12	id12078	Toye, R.C. (1986). "The effect of viewing position on the perceived layout of space". Perception &amp; Psychophysics , 40, 85-92.
acm857754	17	acm4084	Cleveland, W.S. The Elements of Graphing Data, Monterey, California: Wadsworth, Inc., 1991.
acm857754	17	acm375221	A. Cedilnik and P. Rheingans. "Procedural annotation of uncertain information". In Proceedings of the IEEE Visualization Conference, pages 77-84, Salt Lake City, Utah, October 2000.
acm857754	17	acm260799	Trevor J. Davis and C. Peter Keller. Modelling and visualizing multiple spatial uncertainties. Computers and Geosciences, 23(4):397 408, 1997.
acm857754	17	acm857662	Ying-Huey Fua , Matthew O. Ward , Elke A. Rundensteiner, Navigating Hierarchies with Structure-Based Brushes, Proceedings of the 1999 IEEE Symposium on Information Visualization, p.58, October 24-29, 1999 
acm857754	17	id11799	J. M. Hellerstein, R. Avnur, A. Chou, C. Hidber, C. Olston, V. Raman, T. Roth, and P. Haas. "Interactive data analysis with CONTROL". IEEE Computer, August 1999.
acm857754	17	id11802	R. L. Harris. "Information Graphics". Oxford University Press, 1999.
acm857754	17	id11807	Alan M. MacEachren. Visualizing uncertain information. Cartographic Perspective, (13):10{19, Fall 1992.
acm857754	17	acm857754	C. Olston and J. Mackinlay. "Visualizing data with bounded uncertainty". Technical report, Stanford University Computer Science Department, 2002. http //dbpubs.stanford.edu/pub/2002-20.
acm857754	17	id11821	C. Olston and J. Widom. "Approximate caching for continuous queries over distributed data sources". Technical report, Stanford University Computer Science Department, 2002. http //dbpubs.stanford.edu/pub/2002-8.
acm857754	17	id11830	Alex T. Pang, Craig M. Wittenbrink, and Suresh K. Lodha. Approaches to uncertainty visualization. The Visual Computer, pages 370{390, November 1997.
acm857754	17	id11834	Ray Twiddy, John Cavallo, and Shahram M. Shiri. Restorer: A visualization technique for handling missing data. IEEE Visualization '94, pages 212{216, October 1994. ISBN 0-8186-6627-7.
acm857754	17	id11842	B. N. Taylor and C. E. Kuyatt. "Guidelines for evaluating and expressing the uncertainty of nist measurement results". Technical report, National Institute of Standards and Technology Note 1297, Gaithersburg, Maryland, 1994.
acm857754	17	acm33404	Edward R. Tufte, The visual display of quantitative information, Graphics Press, Cheshire, CT, 1986 
acm857754	17	id2776	J.W. Tukey. "Exploratory Data Analysis". Addison Wesley, 1977.
acm857754	17	acm293061	F. J. M. van der Wel, L. C. van der Gaag, and B. G. H. Gorte. "Visual exploration of uncertainty in remote-sensing classification". Computers and Geosciences, 24(4) 335-343, 1998.
acm857754	17	id11858	A. Woodruff and C. Olston. "Iconification and omission in information exploration". In SIGCHI '98 Workshop on Innovation and Evaluation in Information Exploration Interfaces, Los Angeles, CA, April 1998. http //www.fxpal.com/ConferencesWorkshops/CHI98IE/submissions/woodruff.htm.
acm857754	17	id11863	C. M. Wittenbrink, E. Saxon, J. J. Furman, A. T. Pang, and S. K. Lodha. "Glyphs for visualizing uncertainty in environmental vector fields". IEEE Transactions on Visualization and Computer Graphics, pages 266-279, September 1996.
acm857755	8	id11707	H. Central. "A history of presidential elections", www.multied.com/elections. Mar. 2002.
acm857755	8	id11715	H. Edelsbrunner and R. Waupotitsch. "A combinatorial approach to cartograms. Computational Geometry", pages 343-360, 1997.
acm857755	8	acm288245	D. A. Keim and A. Herrmann. "The gridfit algorithm An efficient and effective approach to visualizing large amounts of spatial data". IEEE Visualization, Research Triangle Park, NC, pages 181-188, 1998.
acm857755	8	acm951894	D. A. Keim, S. C. North, and C. Panse. "Cartodraw A fast algorithm for generating contiguous cartograms". Information Visualization Reseach Group, AT&amp;T Laboratories, Florham Park, 2002.
acm857755	8	acm288250	C. J. Kocmoud and D. H. House. "Continuous cartogram construction". Proceedings IEEE Visualization, pages 197-204, 1998.
acm857755	8	acm685681	K. Mehlhorn and S. Naher. "The LEDA Platform of Combinatorial and Geometric Computing". Cambridge University Press, 1st edition, 1999. http //www.mpi-sb.mpg.de/~mehlhorn/LEDAbook.html.
acm857755	8	id11751	W. Tobler. "Cartograms and cartosplines". Proceedings of the 1976 Workshop on Automated Cartography and Epidemiology, pages 53-58, 1976.
acm857755	8	id11765	S. Venkatasubramanian. "Computing integer cartograms is NP-complete". Technical Report, ATT Research Labs, 2002.
acm108361	7	acm578027	Stuart K. Card , Allen Newell , Thomas P. Moran, The Psychology of Human-Computer Interaction, Lawrence Erlbaum Associates, Inc., Mahwah, NJ, 1983 
acm108361	7	acm4084	Cleveland, W.S. The Elements of Graphing Data, Monterey, California: Wadsworth, Inc., 1991.
acm108361	7	acm62971	S. L. Jarvenpaa , G. W. Dickson, Graphics and managerial decision making: research-based guidelines, Communications of the ACM, v.31 n.6, p.764-774, June 1988 
acm108361	7	acm22950	Jock Mackinlay, Automating the design of graphical presentations of relational information, ACM Transactions on Graphics (TOG), v.5 n.2, p.110-141, April 1986 
acm108361	7	acm128701	Steven F. Roth , Joe Mattis , Xavier Mesnard, Graphics and natural language as components of automatic explanation, Intelligent user interfaces, ACM Press, New York, NY, 1991 
acm108361	7	acm78223	Edward Tufte, Envisioning information, Graphics Press, Cheshire, CT, 1990 
acm108361	7	acm33404	Edward R. Tufte, The visual display of quantitative information, Graphics Press, Cheshire, CT, 1986 
acm108870	9	acm108874	Stuart K. Card , George G. Robertson , Jock D. Mackinlay, The information visualizer, an information workspace, Proceedings of the SIGCHI conference on Human factors in computing systems: Reaching through technology, p.181-186, April 27-May 02, 1991, New Orleans, Louisiana, United States 
acm108870	9	acm98245	D. Cutting , J. Pedersen, Optimization for dynamic inverted index maintenance, Proceedings of the 13th annual international ACM SIGIR conference on Research and development in information retrieval, p.405-411, September 05-07, 1990, Brussels, Belgium 
acm108870	9	acm24056	D. Austin Henderson, Jr. , Stuart Card, Rooms: the use of multiple virtual workspaces to reduce space contention in a window-based graphical user interface, ACM Transactions on Graphics (TOG), v.5 n.3, p.211-243, July 1986 
acm108870	9	acm22342	G. W. Furnas, Generalized fisheye views, Proceedings of the SIGCHI conference on Human factors in computing systems, p.16-23, April 13-17, 1986, Boston, Massachusetts, United States 
acm108870	9	acm320648	Christopher F. Herot, Spatial management of data, ACM Transactions on Database Systems (TODS), v.5 n.4, p.493-513, Dec. 1980 
acm108870	9	acm97898	Jock D. Mackinlay , Stuart K. Card , George G. Robertson, Rapid controlled movement through a virtual 3D workspace, ACM SIGGRAPH Computer Graphics, v.24 n.4, p.171-176, Aug. 1990 
acm108870	9	acm60571	Howard L. Resnikoff, The illusion of reality, Springer-Verlag New York, Inc., New York, NY, 1989 
acm108870	9	acm73662	G. Robertson , S. K. Card , J. D. Mackinlay, The cognitive coprocessor architecture for interactive user interfaces, Proceedings of the 2nd annual ACM SIGGRAPH symposium on User interface software and technology, p.10-18, November 13-15, 1989, Williamsburg, Virginia, United States 
acm108870	9	acm108883	George G. Robertson , Jock D. Mackinlay , Stuart K. Card, Cone Trees: animated 3D visualizations of hierarchical information, Proceedings of the SIGCHI conference on Human factors in computing systems: Reaching through technology, p.189-194, April 27-May 02, 1991, New Orleans, Louisiana, United States 
acm108883	7	acm98245	D. Cutting , J. Pedersen, Optimization for dynamic inverted index maintenance, Proceedings of the 13th annual international ACM SIGIR conference on Research and development in information retrieval, p.405-411, September 05-07, 1990, Brussels, Belgium 
acm108883	7	acm38334	James D. Foley, Interfaces for advanced computing, Scientific American, v.257 n.4, p.126-135, Oct. 1987 
acm108883	7	acm22342	G. W. Furnas, Generalized fisheye views, Proceedings of the SIGCHI conference on Human factors in computing systems, p.16-23, April 13-17, 1986, Boston, Massachusetts, United States 
acm108883	7	acm24056	D. Austin Henderson, Jr. , Stuart Card, Rooms: the use of multiple virtual workspaces to reduce space contention in a window-based graphical user interface, ACM Transactions on Graphics (TOG), v.5 n.3, p.211-243, July 1986 
acm108883	7	acm97898	Jock D. Mackinlay , Stuart K. Card , George G. Robertson, Rapid controlled movement through a virtual 3D workspace, ACM SIGGRAPH Computer Graphics, v.24 n.4, p.171-176, Aug. 1990 
acm108883	7	acm108870	Jock D. Mackinlay , George G. Robertson , Stuart K. Card, The perspective wall: detail and context smoothly integrated Mackinlay color plates, Proceedings of the SIGCHI conference on Human factors in computing systems: Reaching through technology, p.173-176, April 27-May 02, 1991, New Orleans, Louisiana, United States 
acm108883	7	acm73662	G. Robertson , S. K. Card , J. D. Mackinlay, The cognitive coprocessor architecture for interactive user interfaces, Proceedings of the 2nd annual ACM SIGGRAPH symposium on User interface software and technology, p.10-18, November 13-15, 1989, Williamsburg, Virginia, United States 
acm115768	3	acm356797	J.L. Bentley and J.H. Friedman, "Data Structures for Range Searching," ACM Computing Surveys, Vol. 11, No. 4, Dec. 1979, pp. 397-409.
acm115768	3	acm260999	Donald E. Knuth, The art of computer programming, volume 1 (3rd ed.): fundamental algorithms, Addison Wesley Longman Publishing Co., Inc., Redwood City, CA, 1997 
acm115768	3	acm99949	David B. Lomet , Betty Salzberg, The hB-tree: a multiattribute indexing method with good guaranteed performance, ACM Transactions on Database Systems (TODS), v.15 n.4, p.625-658, Dec. 1990 
acm120788	9	acm97250	Karl-Friedrich Böhringer , Frances Newbery Paulisch, Using constraints to achieve stability in automatic graph layout algorithms, Proceedings of the SIGCHI conference on Human factors in computing systems: Empowering people, p.43-51, April 01-05, 1990, Seattle, Washington, United States 
acm120788	9	acm320440	Peter Pin-Shan Chen, The entity-relationship model-toward a unified view of data, ACM Transactions on Database Systems (TODS), v.1 n.1, p.9-36, March 1976 
acm120788	9	acm55332	E. R. Gansner , S. C. North , K. P. Vo, DAG-a program that draws directed graphs, Software-Practice &amp; Experience, v.18 n.11, p.1047-1062, Nov. 1988 
acm120788	9	acm48514	Frank,G. Halasz, Reflections on NoteCards: seven issues for the next generation of hypermedia systems, Communications of the ACM, v.31 n.7, p.836-852, July 1988 
acm120788	9	acm24056	D. Austin Henderson, Jr. , Stuart Card, Rooms: the use of multiple virtual workspaces to reduce space contention in a window-based graphical user interface, ACM Transactions on Graphics (TOG), v.5 n.3, p.211-243, July 1986 
acm120788	9	acm142925	Tyson Rombauer Henry, Interactive graph layout: the exploration of large graphs, University of Arizona, Tucson, AZ, 1992 
acm120788	9	acm97938	Tyson R. Henry , Scott E. Hudson , Gary L. Newell, Integrating gesture and snapping into a user interface toolkit, Proceedings of the 3rd annual ACM SIGGRAPH symposium on User interface software and technology, p.112-122, October 03-05, 1990, Snowbird, Utah, United States 
acm120788	9	acm108870	Jock D. Mackinlay , George G. Robertson , Stuart K. Card, The perspective wall: detail and context smoothly integrated Mackinlay color plates, Proceedings of the SIGCHI conference on Human factors in computing systems: Reaching through technology, p.173-176, April 27-May 02, 1991, New Orleans, Louisiana, United States 
acm120788	9	acm59606	N. C. Shu, Visual programming, Van Nostrand Reinhold Co., New York, NY, 1988 
acm122758	10	acm378484	Robert A. Drebin , Loren Carpenter , Pat Hanrahan, Volume rendering, ACM SIGGRAPH Computer Graphics, v.22 n.4, p.65-74, Aug. 1988 
acm122758	10	acm44652	Marc Levoy, Display of Surfaces from Volume Data, IEEE Computer Graphics and Applications, v.8 n.3, p.29-37, May 1988 
acm122758	10	acm37422	William E. Lorensen , Harvey E. Cline, Marching cubes: A high resolution 3D surface construction algorithm, Proceedings of the 14th annual conference on Computer graphics and interactive techniques, p.163-169, August 1987 
acm122758	10	acm5515	Nelson Max, Light diffusion through clouds and haze, Computer Vision, Graphics, and Image Processing, v.33 n.3, p.280-292, March 1986 
acm122758	10	acm99315	Nelson Max , Pat Hanrahan , Roger Crawfis, Area and volume coherence for efficient visualization of 3D scalar functions, ACM SIGGRAPH Computer Graphics, v.24 n.5, p.27-33, Nov. 1990 
acm122758	10	acm378476	Paolo Sabella, A rendering algorithm for visualizing 3D scalar fields, ACM SIGGRAPH Computer Graphics, v.22 n.4, p.51-58, Aug. 1988 
acm122758	10	acm99322	Peter Shirley , Allan Tuchman, A polygonal approximation to direct scalar volume rendering, ACM SIGGRAPH Computer Graphics, v.24 n.5, p.63-70, Nov. 1990 
acm122758	10	acm378482	Craig Upson , Michael Keeler, V-buffer: visible volume rendering, ACM SIGGRAPH Computer Graphics, v.22 n.4, p.59-64, Aug. 1988 
acm122758	10	acm97919	Lee Westover, Footprint evaluation for volume rendering, ACM SIGGRAPH Computer Graphics, v.24 n.4, p.367-376, Aug. 1990 
acm122758	10	acm99318	Jane Wihelms , Judy Challinger , Naim Alper , Shankar Ramamoorthy , Arsi Vaziri, Direct volume rendering of curvilinear volumes, ACM SIGGRAPH Computer Graphics, v.24 n.5, p.41-47, Nov. 1990 
acm122873	4	acm101297	Donna Harman , Gerald Candela, Bringing natural language information retrieval out of the closet, ACM SIGCHI Bulletin, v.22 n.1, p.42-48, Jul. 1990 
acm122873	4	acm3012	Robert R. Korfhage, Query enhancement by user profiles, Proc. of the third joint BCS and ACM symposium on Research and development in information retrieval, p.111-121, November 1984, King's College, Cambridge 
acm122873	4	acm253508	Robert R. Korfhage, Theoretical measure in P/Q document spaces, Proceedings of the 8th annual international ACM SIGIR conference on Research and development in information retrieval, p.33-40, June 05-07, 1985, Montreal, Quebec, Canada 
acm122873	4	acm95164	Sung H. Myaeng , Robert R. Korfhage, Integration of user profiles: models and experiments in information retrieval, Information Processing and Management: an International Journal, v.26 n.6, p.719-738, 1990 
acm122984	10	acm53422	Michael L. Begeman , Jeff Conklin, The right tool for the job, BYTE, v.13 n.10, p.255-266, October 1988 
acm122984	10	acm97250	Karl-Friedrich Böhringer , Frances Newbery Paulisch, Using constraints to achieve stability in automatic graph layout algorithms, Proceedings of the SIGCHI conference on Human factors in computing systems: Empowering people, p.43-51, April 01-05, 1990, Seattle, Washington, United States 
acm122984	10	acm29486	Jeff Conklin, Hypertext: an introduction and survey, Computer, v.20 n.9, p.17-41, Sept. 1987 
acm122984	10	acm53420	Janet Fiderio, A grand vision, BYTE, v.13 n.10, p.237-244, October 1988 
acm122984	10	acm22342	G. W. Furnas, Generalized fisheye views, Proceedings of the SIGCHI conference on Human factors in computing systems, p.16-23, April 13-17, 1986, Boston, Massachusetts, United States 
acm122984	10	acm30859	Frank G. Halasz , Thomas P. Moran , Randall H. Trigg, Notecards in a nutshell, Proceedings of the SIGCHI/GI conference on Human factors in computing systems and graphics interface, p.45-52, April 05-09, 1987, Toronto, Ontario, Canada 
acm122984	10	acm63765	Marc Kaltenbach , Claude Frasson, DYNABOARD: user animated display of deductive proofs in mathematics, International Journal of Man-Machine Studies, v.30 n.2, p.149-170, February 1989 
acm122984	10	acm99903	Tomihisa Kamada , Satoru Kawai, A general framework for visualizing abstract objects and relations, ACM Transactions on Graphics (TOG), v.10 n.1, p.1-39, Jan. 1991 
acm122984	10	acm43392	Brad A. Myers, Creating user interfaces by demonstration, Academic Press Professional, Inc., San Diego, CA, 1988 
acm122984	10	acm4407	Nicole Yankelovich , Norman Meyrowitz , Andries van Dam, Reading and writing the electronic book, Computer, v.18 n.10, p.15-30, Oct. 1985 
acm130299	12	acm318847	T. Lougenia Anderson , Earl F. Ecklund, Jr. , David Maier, PROTEUS: objectifying the DBMS user interface, Proceedings on the 1986 international workshop on Object-oriented database systems, p.133-145, September 23-26, 1986, Pacific Grove, California, United States 
acm130299	12	acm130874	Mariano P. Consens , Isabel F. Cruz , Alberto O. Mendelzon, Visualizing queries and querying visualizations, ACM SIGMOD Record, v.21 n.1, p.39-46, March 1992 
acm130299	12	acm298591	Mariano P. Consens , Alberto O. Mendelzon, GraphLog: a visual formalism for real life recursion, Proceedings of the ninth ACM SIGACT-SIGMOD-SIGART symposium on Principles of database systems, p.404-416, April 02-04, 1990, Nashville, Tennessee, United States 
acm130299	12	acm38749	Isabel F. Cruz , Alberto O. Mendelzon , Peter T. Wood, A graphical query language supporting recursion, Proceedings of the 1987 ACM SIGMOD international conference on Management of data, p.323-330, May 27-29, 1987, San Francisco, California, United States 
acm130299	12	acm73757	W. Chen , D. S. Warren, C-logic of complex objects, Proceedings of the eighth ACM SIGACT-SIGMOD-SIGART symposium on Principles of database systems, p.369-378, March 1989, Philadelphia, Pennsylvania, United States 
acm130299	12	acm298593	Marc Gyssens , Jan Paredaens , Dirk van Gucht, A graph-oriented object database model, Proceedings of the ninth ACM SIGACT-SIGMOD-SIGART symposium on Principles of database systems, p.417-424, April 02-04, 1990, Nashville, Tennessee, United States 
acm130299	12	acm42414	David Harel, On visual formalisms, Communications of the ACM, v.31 n.5, p.514-530, May 1988 
acm130299	12	acm534175	Tomihisa Kamada, Visualizing Abstract Objects and Relations, World Scientific Publishing Co., Inc., River Edge, NJ, 1989 
acm130299	12	acm66939	Michael Kifer , Georg Lausen, F-logic: a higher-order language for reasoning about objects, inheritance, and scheme, Proceedings of the 1989 ACM SIGMOD international conference on Management of data, p.134-146, June 1989, Portland, Oregon, United States 
